post_id,user_id,team_id,title,content,created_at,updated_at
816,365,811,Organize Peer Review for SHS575-Progressive (SHS575),"Our work aligns with SHS - School Methods in Speech-Language Pathology. This post focuses on the progress update. Key topics: Documentation, Peer Review, Milestone Planning. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-24 18:28:11,2025-03-04 22:57:11
817,981,815,Coordinate Team Coordination for MATH593-Quick (MATH593),"Our work aligns with MATH - Mathematical Internship. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-23 19:12:13,2025-01-23 19:12:13
818,350,817,Align Peer Review for GWS215-Tenacious (GWS215),"Our work aligns with GWS - US Citizenship Comparatively. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-11 11:20:57,2025-03-11 11:20:57
819,350,817,Present Milestone Planning for GWS215-Tenacious (GWS215),"Our work aligns with GWS - US Citizenship Comparatively. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-14 11:20:57,2025-03-14 11:20:57
820,720,819,Coordinate Peer Review for ENG299-Progressive (ENG299),"Our work aligns with ENG - Engineering Study Abroad. This post focuses on the demo script. Key topics: Documentation, Peer Review, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-08 11:58:09,2025-02-08 11:58:09
821,73,820,Present Documentation for ECON533-Creative (ECON533),"Our work aligns with ECON - Microeconomic Theory II. This post focuses on the risk register. Key topics: Peer Review, Documentation, Milestone Planning. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-13 09:31:28,2025-04-13 09:31:28
822,907,821,Organize Documentation for CMN280-Nimble (CMN280),"Our work aligns with CMN - Comm Technology &amp; Society. This post focuses on the demo script. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 13:35:21,2025-01-18 13:35:21
823,907,821,Align Milestone Planning for CMN280-Nimble (CMN280),"Our work aligns with CMN - Comm Technology &amp; Society. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-22 13:35:21,2025-01-30 16:35:21
824,324,822,Coordinate Team Coordination for STAT100-Energetic (STAT100),"Our work aligns with STAT - Statistics. This post focuses on the risk register. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-18 10:01:40,2025-04-18 10:01:40
825,324,822,Coordinate Team Coordination for STAT100-Energetic (STAT100),"Our work aligns with STAT - Statistics. This post focuses on the scope doc. Key topics: Milestone Planning, Documentation, Team Coordination. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-23 10:01:40,2025-04-28 12:29:40
826,992,823,Align Peer Review for CMN102-Innovative (CMN102),"Our work aligns with CMN - Introduction to Communication. This post focuses on the risk register. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-31 08:33:32,2025-03-31 08:33:32
827,975,825,Present Peer Review for CS494-Vibrant (CS494),"Our work aligns with CS - Senior Project II. This post focuses on the scope doc. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 15:43:52,2025-02-11 15:43:52
828,975,825,Present Milestone Planning for CS494-Vibrant (CS494),"Our work aligns with CS - Senior Project II. This post focuses on the risk register. Key topics: Team Coordination, Presentation Prep, Milestone Planning. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-16 15:43:52,2025-02-26 20:39:52
829,989,827,Organize Documentation for VCM628-Progressive (VCM628),"Our work aligns with VCM - The Healer's Art. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-20 18:45:12,2025-02-23 19:55:12
830,989,827,Align Peer Review for VCM628-Progressive (VCM628),"Our work aligns with VCM - The Healer's Art. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Milestone Planning. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-22 18:45:12,2025-02-27 20:18:12
831,24,830,Coordinate Presentation Prep for CPSC488-Energetic (CPSC488),"Our work aligns with CPSC - Soil Fertility and Fertilizers. This post focuses on the scope doc. Key topics: Presentation Prep, Team Coordination, Peer Review. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-19 16:02:37,2025-03-19 16:02:37
832,24,830,Present Documentation for CPSC488-Energetic (CPSC488),"Our work aligns with CPSC - Soil Fertility and Fertilizers. This post focuses on the demo script. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-23 16:02:37,2025-03-23 16:02:37
833,750,832,Align Presentation Prep for MUS128-Agile (MUS128),"Our work aligns with MUS - DJing I. This post focuses on the progress update. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-23 18:35:50,2025-04-23 18:35:50
834,750,832,Coordinate Documentation for MUS128-Agile (MUS128),"Our work aligns with MUS - DJing I. This post focuses on the progress update. Key topics: Peer Review, Documentation, Team Coordination. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-28 18:35:50,2025-05-02 23:31:50
835,83,833,Organize Presentation Prep for CMN112-Dynamic (CMN112),"Our work aligns with CMN - Oral &amp; Written Comm II. This post focuses on the demo script. Key topics: Team Coordination, Milestone Planning, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-18 16:28:07,2025-01-18 16:28:07
836,948,834,Document Milestone Planning for ME470-Honest (ME470),"Our work aligns with ME - Senior Design Project. This post focuses on the risk register. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-05 19:45:23,2025-04-05 19:45:23
837,250,842,Align Milestone Planning for MATH402-Motivated (MATH402),"Our work aligns with MATH - Non Euclidean Geometry. This post focuses on the scope doc. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-15 12:51:57,2025-03-15 12:51:57
838,646,844,Present Presentation Prep for MATH402-Wise (MATH402),"Our work aligns with MATH - Non Euclidean Geometry. This post focuses on the demo script. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-29 16:43:47,2025-03-29 16:43:47
839,147,846,Present Documentation for PHYS436-Energetic (PHYS436),"Our work aligns with PHYS - Electromagnetic Fields II. This post focuses on the progress update. Key topics: Documentation, Milestone Planning, Peer Review. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-14 16:22:58,2025-04-14 16:22:58
840,39,847,Coordinate Team Coordination for CMN462-Tenacious (CMN462),"Our work aligns with CMN - Health Communication in Relationships. This post focuses on the progress update. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-12 16:23:13,2025-04-12 16:23:13
841,39,847,Document Team Coordination for CMN462-Tenacious (CMN462),"Our work aligns with CMN - Health Communication in Relationships. This post focuses on the progress update. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: GitHub, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-17 16:23:13,2025-04-17 16:23:13
842,39,847,Coordinate Milestone Planning for CMN462-Tenacious (CMN462),"Our work aligns with CMN - Health Communication in Relationships. This post focuses on the progress update. Key topics: Presentation Prep, Peer Review, Team Coordination. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-23 10:14:49,2025-03-23 10:14:49
843,705,848,Align Milestone Planning for IS530-Innovative (IS530),"Our work aligns with IS - Collection Development. This post focuses on the progress update. Key topics: Team Coordination, Documentation, Peer Review. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-10 20:04:05,2025-04-10 20:04:05
844,705,848,Document Milestone Planning for IS530-Innovative (IS530),"Our work aligns with IS - Collection Development. This post focuses on the progress update. Key topics: Documentation, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-04 12:45:43,2025-03-04 12:45:43
845,216,849,Align Presentation Prep for CPSC499-Honest (CPSC499),"Our work aligns with CPSC - Advanced Special Topics. This post focuses on the progress update. Key topics: Presentation Prep, Team Coordination, Milestone Planning. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-19 09:14:46,2025-04-19 09:14:46
846,413,851,Align Milestone Planning for SHS301-Bold (SHS301),"Our work aligns with SHS - General Speech Science. This post focuses on the scope doc. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-03 16:41:47,2025-02-03 16:41:47
847,413,851,Present Documentation for SHS301-Bold (SHS301),"Our work aligns with SHS - General Speech Science. This post focuses on the progress update. Key topics: Milestone Planning, Documentation, Team Coordination. Toolkit: Slides, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-06 16:41:47,2025-02-06 16:41:47
848,236,852,Align Presentation Prep for IS557-Creative (IS557),"Our work aligns with IS - Applied Machine Learning: Team Projects. This post focuses on the scope doc. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-11 09:37:42,2025-01-16 14:35:42
849,236,852,Coordinate Milestone Planning for IS557-Creative (IS557),"Our work aligns with IS - Applied Machine Learning: Team Projects. This post focuses on the demo script. Key topics: Documentation, Milestone Planning, Team Coordination. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-15 09:37:42,2025-01-15 09:37:42
850,294,855,Organize Presentation Prep for CHEM420-Dynamic (CHEM420),"Our work aligns with CHEM - Instrumental Characterization. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-08 11:46:37,2025-02-08 11:46:37
851,294,855,Coordinate Milestone Planning for CHEM420-Dynamic (CHEM420),"Our work aligns with CHEM - Instrumental Characterization. This post focuses on the progress update. Key topics: Presentation Prep, Team Coordination, Peer Review. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-10 11:46:37,2025-02-10 11:46:37
852,719,856,Organize Documentation for ASTR405-Energetic (ASTR405),"Our work aligns with ASTR - Planetary Systems. This post focuses on the risk register. Key topics: Documentation, Team Coordination, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-14 17:30:23,2025-01-20 21:45:23
853,719,856,Present Peer Review for ASTR405-Energetic (ASTR405),"Our work aligns with ASTR - Planetary Systems. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-17 17:30:23,2025-01-17 17:30:23
854,355,858,Organize Presentation Prep for CHEM197-Jovial (CHEM197),"Our work aligns with CHEM - Individual Study Freshman. This post focuses on the risk register. Key topics: Documentation, Peer Review, Milestone Planning. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-20 17:00:21,2025-03-20 17:00:21
855,588,861,Coordinate Documentation for ECON471-Energetic (ECON471),"Our work aligns with ECON - Intro to Applied Econometrics. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-13 12:45:58,2025-01-23 15:10:58
856,706,862,Organize Peer Review for GWS218-Honest (GWS218),"Our work aligns with GWS - Intro to Social Issues Theatre. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Peer Review. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-21 16:24:08,2025-04-28 18:39:08
857,706,862,Document Presentation Prep for GWS218-Honest (GWS218),"Our work aligns with GWS - Intro to Social Issues Theatre. This post focuses on the risk register. Key topics: Documentation, Presentation Prep, Milestone Planning. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-23 16:24:08,2025-04-30 20:49:08
858,674,864,Document Peer Review for ME590-Optimistic (ME590),"Our work aligns with ME - Seminar. This post focuses on the scope doc. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-19 18:16:53,2025-02-26 23:08:53
859,443,866,Document Documentation for ME503-United (ME503),"Our work aligns with ME - Design of IC Engines. This post focuses on the progress update. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-09 17:35:05,2025-02-11 18:25:05
860,443,866,Align Milestone Planning for ME503-United (ME503),"Our work aligns with ME - Design of IC Engines. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Milestone Planning. Toolkit: Slides, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 17:35:05,2025-02-11 17:35:05
861,594,867,Coordinate Peer Review for SHS575-Tenacious (SHS575),"Our work aligns with SHS - School Methods in Speech-Language Pathology. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: Google Docs, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-19 13:54:18,2025-02-19 13:54:18
862,860,868,Align Team Coordination for CEE449-Vibrant (CEE449),"Our work aligns with CEE - Environmental Engineering Lab. This post focuses on the demo script. Key topics: Milestone Planning, Documentation, Presentation Prep. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-09 17:47:39,2025-02-09 17:47:39
863,585,869,Present Team Coordination for MUS446-Lively (MUS446),"Our work aligns with MUS - Songwriting. This post focuses on the scope doc. Key topics: Peer Review, Team Coordination, Milestone Planning. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-09 09:55:46,2025-03-09 09:55:46
864,585,869,Organize Team Coordination for MUS446-Lively (MUS446),"Our work aligns with MUS - Songwriting. This post focuses on the progress update. Key topics: Peer Review, Milestone Planning, Presentation Prep. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-10 09:55:46,2025-03-10 09:55:46
865,796,871,Align Milestone Planning for MATH425-Youthful (MATH425),"Our work aligns with MATH - Honors Advanced Analysis. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Presentation Prep. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-19 20:03:27,2025-03-19 20:03:27
866,796,871,Coordinate Documentation for MATH425-Youthful (MATH425),"Our work aligns with MATH - Honors Advanced Analysis. This post focuses on the scope doc. Key topics: Team Coordination, Milestone Planning, Presentation Prep. Toolkit: Slides, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-24 20:03:27,2025-03-24 20:03:27
867,409,873,Present Presentation Prep for MUS557-Honest (MUS557),"Our work aligns with MUS - Piano Literature. This post focuses on the progress update. Key topics: Peer Review, Documentation, Team Coordination. Toolkit: Google Docs, GitHub, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-05 16:13:03,2025-04-05 16:13:03
868,814,874,Coordinate Peer Review for CMN505-Youthful (CMN505),"Our work aligns with CMN - Provider-Patient Communication. This post focuses on the demo script. Key topics: Peer Review, Team Coordination, Documentation. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-09 17:31:27,2025-02-09 17:31:27
869,621,875,Document Milestone Planning for SHS576-Bold (SHS576),"Our work aligns with SHS - School Intrnshp Spch-Lang Path. This post focuses on the demo script. Key topics: Milestone Planning, Documentation, Peer Review. Toolkit: Google Docs, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-28 17:27:46,2025-03-02 22:09:46
870,33,876,Organize Peer Review for MATH490-Honest (MATH490),"Our work aligns with MATH - Advanced Topics in Mathematics. This post focuses on the scope doc. Key topics: Team Coordination, Peer Review, Documentation. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-07 09:27:43,2025-02-07 09:27:43
871,821,878,Align Milestone Planning for PHYS565-Wise (PHYS565),"Our work aligns with PHYS - Theory of Semicond &amp; Devices. This post focuses on the scope doc. Key topics: Milestone Planning, Team Coordination, Documentation. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-25 19:32:27,2025-04-25 19:32:27
872,821,878,Organize Documentation for PHYS565-Wise (PHYS565),"Our work aligns with PHYS - Theory of Semicond &amp; Devices. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Team Coordination. Toolkit: Slides, Issue Tracker, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-27 19:32:27,2025-04-27 19:32:27
873,87,879,Organize Documentation for CS588-Jovial (CS588),"Our work aligns with CS - Autonomous Vehicle System Engineering. This post focuses on the scope doc. Key topics: Presentation Prep, Team Coordination, Documentation. Toolkit: GitHub, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-05 12:15:43,2025-02-09 14:24:43
874,986,880,Organize Documentation for ECE395-United (ECE395),"Our work aligns with ECE - Advanced Digital Projects Lab. This post focuses on the scope doc. Key topics: Peer Review, Milestone Planning, Team Coordination. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-27 11:16:24,2025-03-01 11:26:24
875,530,881,Present Peer Review for PHYS470-Honest (PHYS470),"Our work aligns with PHYS - Subatomic Physics. This post focuses on the progress update. Key topics: Milestone Planning, Peer Review, Team Coordination. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-06 12:38:26,2025-04-06 12:38:26
876,530,881,Align Presentation Prep for PHYS470-Honest (PHYS470),"Our work aligns with PHYS - Subatomic Physics. This post focuses on the progress update. Key topics: Team Coordination, Presentation Prep, Milestone Planning. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-07 12:38:26,2025-04-07 12:38:26
877,91,882,Coordinate Peer Review for SHS563-Energetic (SHS563),"Our work aligns with SHS - Amplification Lab. This post focuses on the progress update. Key topics: Peer Review, Documentation, Team Coordination. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-10 19:53:22,2025-03-10 19:53:22
878,212,883,Present Documentation for IE597-Creative (IE597),"Our work aligns with IE - Independent Study. This post focuses on the risk register. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-04 17:11:29,2025-03-08 22:37:29
879,212,883,Align Presentation Prep for IE597-Creative (IE597),"Our work aligns with IE - Independent Study. This post focuses on the risk register. Key topics: Documentation, Milestone Planning, Presentation Prep. Toolkit: GitHub, Slides, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-07 17:11:29,2025-03-07 17:11:29
880,919,884,Organize Documentation for ECE467-Zealous (ECE467),"Our work aligns with ECE - Biophotonics. This post focuses on the demo script. Key topics: Peer Review, Presentation Prep, Milestone Planning. Toolkit: Issue Tracker, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-21 18:25:39,2025-01-25 18:46:39
881,175,885,Present Documentation for MUS122-Innovative (MUS122),"Our work aligns with MUS - German Diction. This post focuses on the risk register. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-08 09:22:24,2025-04-08 09:22:24
882,773,886,Organize Peer Review for UP210-Wise (UP210),"Our work aligns with UP - Environmental Economics. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Documentation. Toolkit: GitHub, Google Docs, Issue Tracker. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-25 12:28:32,2025-04-25 12:28:32
883,773,886,Align Documentation for UP210-Wise (UP210),"Our work aligns with UP - Environmental Economics. This post focuses on the scope doc. Key topics: Milestone Planning, Documentation, Peer Review. Toolkit: Issue Tracker, Google Docs, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-29 12:28:32,2025-05-05 17:33:32
884,658,887,Present Presentation Prep for MATH527-Youthful (MATH527),"Our work aligns with MATH - Homotopy Theory. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-23 13:31:21,2025-05-01 16:36:21
885,658,887,Coordinate Milestone Planning for MATH527-Youthful (MATH527),"Our work aligns with MATH - Homotopy Theory. This post focuses on the progress update. Key topics: Peer Review, Milestone Planning, Documentation. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-24 13:31:21,2025-05-03 18:59:21
886,8,890,Organize Team Coordination for CLE688-Motivated (CLE688),"Our work aligns with CLE - Urology Sub-Internship. This post focuses on the demo script. Key topics: Presentation Prep, Documentation, Team Coordination. Toolkit: GitHub, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-16 14:19:23,2025-03-24 17:06:23
887,8,890,Coordinate Presentation Prep for CLE688-Motivated (CLE688),"Our work aligns with CLE - Urology Sub-Internship. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Google Docs, GitHub, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-18 14:19:23,2025-03-18 14:19:23
888,978,891,Present Presentation Prep for PHYS435-Optimistic (PHYS435),"Our work aligns with PHYS - Electromagnetic Fields I. This post focuses on the risk register. Key topics: Milestone Planning, Peer Review, Presentation Prep. Toolkit: Issue Tracker, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-01-27 11:24:36,2025-01-27 11:24:36
889,978,891,Present Team Coordination for PHYS435-Optimistic (PHYS435),"Our work aligns with PHYS - Electromagnetic Fields I. This post focuses on the scope doc. Key topics: Milestone Planning, Presentation Prep, Team Coordination. Toolkit: Issue Tracker, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-01 11:24:36,2025-02-01 11:24:36
890,469,892,Coordinate Team Coordination for CHEM297-Progressive (CHEM297),"Our work aligns with CHEM - Individual Study Sophomore. This post focuses on the risk register. Key topics: Documentation, Team Coordination, Peer Review. Toolkit: Issue Tracker, GitHub, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-14 21:37:32,2025-04-14 21:37:32
891,152,895,Document Documentation for CLE782-Reliable (CLE782),"Our work aligns with CLE - Rural Surgery. This post focuses on the demo script. Key topics: Team Coordination, Peer Review, Documentation. Toolkit: Slides, Issue Tracker, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-23 13:48:57,2025-03-23 13:48:57
892,704,897,Document Team Coordination for UP591-Lively (UP591),"Our work aligns with UP - Capstone Seminar. This post focuses on the scope doc. Key topics: Presentation Prep, Documentation, Peer Review. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-24 15:43:25,2025-04-24 15:43:25
893,493,898,Present Milestone Planning for PHYS486-Energetic (PHYS486),"Our work aligns with PHYS - Quantum Physics I. This post focuses on the risk register. Key topics: Team Coordination, Peer Review, Presentation Prep. Toolkit: Slides, Google Docs, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-24 11:37:12,2025-03-24 11:37:12
894,353,900,Coordinate Presentation Prep for MUS500-United (MUS500),"Our work aligns with MUS - Artist Diploma Recital. This post focuses on the demo script. Key topics: Presentation Prep, Milestone Planning, Documentation. Toolkit: Google Docs, Slides, GitHub. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-02-11 10:47:50,2025-02-11 10:47:50
895,137,901,Document Documentation for CHEM233-Energetic (CHEM233),"Our work aligns with CHEM - Elementary Organic Chem Lab I. This post focuses on the scope doc. Key topics: Documentation, Peer Review, Milestone Planning. Toolkit: Issue Tracker, Slides, Google Docs. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-04-21 15:44:22,2025-04-21 15:44:22
896,167,902,Present Peer Review for MATH314-Honest (MATH314),"Our work aligns with MATH - Introduction to Higher Mathematics. This post focuses on the demo script. Key topics: Presentation Prep, Peer Review, Milestone Planning. Toolkit: Google Docs, Issue Tracker, Slides. We'll iterate with weekly check-ins and maintain documentation for grading and peer collaboration.",2025-03-31 16:52:39,2025-04-01 22:01:39
